text,category,query_length,label
Can I still use my account without verifying my identity?,why_verify_identity,57,74
What is the reason for the identity check,why_verify_identity,41,74
Can I use my account although my identity verification has yet to pass?,why_verify_identity,71,74
I am not comfortable verifying my indentity.,why_verify_identity,44,74
what I need to verify my account,why_verify_identity,32,74
What if I don't verify my identity?,why_verify_identity,35,74
what are the reasons I have to proof my identity to you?,why_verify_identity,56,74
What's the reason for needing to verify my identity?,why_verify_identity,52,74
Why does it matter that I prove my identity?,why_verify_identity,44,74
Why should I have to prove my identity?,why_verify_identity,39,74
Can I use my account before my Identity verification has passed?,why_verify_identity,64,74
Why do I need to verify my account?,why_verify_identity,35,74
Why do you guys need to verify my identity?,why_verify_identity,43,74
Why do I need to verify my identity?,why_verify_identity,36,74
If my identy verifacation hasn't gone through can I use my account?,why_verify_identity,67,74
Is it really necessary to verify my Identity?,why_verify_identity,45,74
Why do you need so much information about me,why_verify_identity,44,74
"Can I use my account now, even though my identity verification has not gone through yet?",why_verify_identity,88,74
What is the function of the identity check,why_verify_identity,42,74
Why is the identity check involved?,why_verify_identity,35,74
What is the purpose of requiring my identification?,why_verify_identity,51,74
"My ID verification hasn't gone through yet, but can I use my account anyway?",why_verify_identity,76,74
What is the first step I need to make for being able to access my account?,why_verify_identity,74,74
I want to use my account before identity verification,why_verify_identity,53,74
It's requiring me to verify my identity?,why_verify_identity,40,74
I don't want to use this method to identify myself.,why_verify_identity,51,74
Why do you need my name and ID,why_verify_identity,30,74
do I need to verify my identity before I can use my card?,why_verify_identity,57,74
Can I go ahead and use my account even though my identify hasn't been verified yet?,why_verify_identity,83,74
Do you think you're asking for too much information about me?,why_verify_identity,61,74
Is identity verification required for me to use my account?,why_verify_identity,59,74
Can I use my account although the identity verification has not been accepted yet?,why_verify_identity,82,74
I still want to use my account but haven't verified is that OK?,why_verify_identity,63,74
Is my account accessible even though my verification of my identity has not passed yet?,why_verify_identity,87,74
Why are you asking so many questions about me?,why_verify_identity,46,74
Why do you need to know so much about me for my account?,why_verify_identity,56,74
How does identity check work?,why_verify_identity,29,74
Why is it required to verify my identity?,why_verify_identity,41,74
What happens if I use my account and my identity verification hasn't finished?,why_verify_identity,78,74
Can I make transfers before my identity verification?,why_verify_identity,53,74
What do you need my identity details for?,why_verify_identity,41,74
Why do I need to have my identity verified?,why_verify_identity,43,74
Can I use my account even though the identity verification has not passed yet?,why_verify_identity,78,74
What is with the need to have all my ID information?,why_verify_identity,52,74
Why is there an identify check?,why_verify_identity,31,74
Why is there a verification to identity,why_verify_identity,39,74
Why do you need me to verify who I am?,why_verify_identity,38,74
Why check my identity?,why_verify_identity,22,74
I don't understand why you want so much of my personal info.,why_verify_identity,60,74
I am still waiting for verification.  Can I use my account before I am verified?,why_verify_identity,80,74
I refuse to verify my identity.,why_verify_identity,31,74
Why do you need me to do an identity check?,why_verify_identity,43,74
I can't do the verification.,why_verify_identity,28,74
Am I able to use my account if the identity verification is not complete?,why_verify_identity,73,74
"Is it possible to go ahead and log in, although I have not been confirmed yet?",why_verify_identity,78,74
Can you explain more about why should I verify my identity?,why_verify_identity,59,74
can I use my card before identity verification?,why_verify_identity,47,74
Why is there an identity check?,why_verify_identity,31,74
Why do I have to give you my drivers license,why_verify_identity,44,74
I don't want to give you all my identify details.,why_verify_identity,49,74
Am I supposed to verify my identity?,why_verify_identity,36,74
What is the purpose for verifying my identity?,why_verify_identity,46,74
what are you going to use my identification details for?,why_verify_identity,56,74
Can I use my account without verifying identity?,why_verify_identity,48,74
Why is checking my identity important?,why_verify_identity,38,74
Must I verify my identity?,why_verify_identity,26,74
how do I speed up identity verification?,why_verify_identity,40,74
Do i have to verify who I am?,why_verify_identity,29,74
Why do you need to perform identity verification?,why_verify_identity,49,74
Why am I being asked to verify my identity?,why_verify_identity,43,74
Why is verifaction required for my Identity?,why_verify_identity,44,74
Do you need to know my first and last name?,why_verify_identity,43,74
I don't want to verify my identity,why_verify_identity,34,74
How to verify my identity,why_verify_identity,25,74
Why does my identity need verification?,why_verify_identity,39,74
Can I already use my account although the identity verification has not passed yet?,why_verify_identity,83,74
What is my identification used for?,why_verify_identity,35,74
Is there anyway to bypass identity verification?,why_verify_identity,48,74
Why do you need so much information about my identity?,why_verify_identity,54,74
What if I don't want to disclose all of my identity details?,why_verify_identity,60,74
My identity hasn't been verified.  Can I use my account?,why_verify_identity,56,74
My Identity verification hasn't passed yet is it possible to use my account?,why_verify_identity,76,74
Can we skip verifying?,why_verify_identity,22,74
Why do you need to check my identity?,why_verify_identity,37,74
Why do you need to verify my identity?,why_verify_identity,38,74
"I'm waiting for the ID verification to go through still, so is it too soon to use my account?",why_verify_identity,93,74
What is the identity check for?,why_verify_identity,31,74
I keep being asked to verify my identity. Is this normal?,why_verify_identity,57,74
Why do you need so much id info from me?,why_verify_identity,40,74
What do you do with all the identity information you're collecting from me?,why_verify_identity,75,74
Why is verification for my identity needed?,why_verify_identity,43,74
I'm not verifying my identity.,why_verify_identity,30,74
Do you need my birthdate?,why_verify_identity,25,74
Why is it important to verify my identity?,why_verify_identity,42,74
i need to proof my identity to you why and how?,why_verify_identity,47,74
Is verifying my identify important?,why_verify_identity,35,74
why and how soon do I have to have proof of identity to you?,why_verify_identity,60,74
Why do you need all these details about my identity?,why_verify_identity,52,74
What is identity check?,why_verify_identity,23,74
Can i make transactions before identity verification?,why_verify_identity,53,74
I am afraid to give you all my identify details.,why_verify_identity,48,74
Can you help me with proving my identity?,unable_to_verify_identity,41,68
What proof do you need for my identification?,unable_to_verify_identity,45,68
Are there any reasons that my identity wouldn't be accepted even though everything I've provided is factual?,unable_to_verify_identity,108,68
I am having some difficulty verifying my id.,unable_to_verify_identity,44,68
I am not able to verify my id. Why?,unable_to_verify_identity,35,68
Help me verify my identify?,unable_to_verify_identity,27,68
I can't verify identity through the app.,unable_to_verify_identity,40,68
I need help verifying my identity.,unable_to_verify_identity,34,68
I'm having trouble proving my identity,unable_to_verify_identity,38,68
Why isn't my id verified?,unable_to_verify_identity,25,68
This stupid system is not letting me prove my identity.,unable_to_verify_identity,55,68
The app is having trouble verifying my identity.,unable_to_verify_identity,48,68
Why is my identity not being verified?,unable_to_verify_identity,38,68
"You will hear back from us about your verification results in 10 minutes to a one hour timeframe.  If these verification results do fail, please double-check to make sure your images are clear and have no glare or blur; your photos need to be fully readable.  You need to be 18 years of age or older and a resident of Switzerland or the European Economic Area to create an account.",unable_to_verify_identity,381,68
The app does not know it is me.,unable_to_verify_identity,31,68
My identity wasn't verified,unable_to_verify_identity,27,68
Help me verify my identification.,unable_to_verify_identity,33,68
Unsure how to provide my identity.,unable_to_verify_identity,34,68
It can take between 10 minutes to an hour before you hear back from us about the verification result.  Please try again if your verification fails.  Make sure you double check that images are clear and all document photos are readable without blur or glare. You have to be 18 or older and live in the European Economic area or live in Switzerland to be able to open an account.,unable_to_verify_identity,377,68
I can't upload my identification.,unable_to_verify_identity,33,68
Why isn't my id verifying?,unable_to_verify_identity,26,68
How long does it take to prove my identity?,unable_to_verify_identity,43,68
Why am I not allowed to verify my id?,unable_to_verify_identity,37,68
I am not able to prove my identity,unable_to_verify_identity,34,68
The app failed to verify my id.,unable_to_verify_identity,31,68
"Hearing back from us regarding your important verification results may take 10 minutes to one hour time.  If verification results do fail, double-check to make sure all of your images are clear --  make sure your photos have no glare or blurring. Note: These photos need to be readable as well.  You also need to be 18 years of age or older.  You must be a resident of Switzerland or the European Economic Area to open a new account.",unable_to_verify_identity,433,68
I'm unable to verify my identity,unable_to_verify_identity,32,68
My identity verification didn't work,unable_to_verify_identity,36,68
I'm not able to verify my identity.,unable_to_verify_identity,35,68
The app is not able to realize that it is me.,unable_to_verify_identity,45,68
The app does not believe that I am myself,unable_to_verify_identity,41,68
It won't let me verify my identity.,unable_to_verify_identity,35,68
I am unable to prove my identity,unable_to_verify_identity,32,68
I dont have identification,unable_to_verify_identity,26,68
Why isn't this accepting my identity?,unable_to_verify_identity,37,68
The app won't identify me.,unable_to_verify_identity,26,68
My identity can't be verified for some reason,unable_to_verify_identity,45,68
My identity is unable to be verified.,unable_to_verify_identity,37,68
I have no way to prove my identity.,unable_to_verify_identity,35,68
The app does not recognize who I am.,unable_to_verify_identity,36,68
"If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account.",unable_to_verify_identity,334,68
Why am I unable to verify my id?,unable_to_verify_identity,32,68
"Hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour.  If this verification has in fact, failed, double-check to make sure that your images are clear.  Also make sure that your document photos have no blur or glare. They need to be readable.  You must also be 18 years of age or older and be a resident of Switzerland or the European Economic Area to open an account.",unable_to_verify_identity,422,68
I'm having a hard time proving my identity.,unable_to_verify_identity,43,68
I'm having problems with ID verification,unable_to_verify_identity,40,68
I am having a problem with verifying my identity.,unable_to_verify_identity,49,68
I cant prove who I am,unable_to_verify_identity,21,68
I am not recognized by the app.,unable_to_verify_identity,31,68
The app doesn't think that I am myself,unable_to_verify_identity,38,68
What do I have to do to prove my identity?,unable_to_verify_identity,42,68
What am i missing to verify my id?,unable_to_verify_identity,34,68
I do not have the information to verify my identify.,unable_to_verify_identity,52,68
There is no way for me to prove my identity.,unable_to_verify_identity,44,68
I will not be able to verify my identity.,unable_to_verify_identity,41,68
How long does it take for my id to verify?,unable_to_verify_identity,42,68
The app is telling me that I am not me.,unable_to_verify_identity,39,68
What do I do if I can't prove my identity?,unable_to_verify_identity,42,68
The app can't verify my information for identity proofing purposes.,unable_to_verify_identity,67,68
What should I do if I can't prove my identity.,unable_to_verify_identity,46,68
What's wrong with my ID? I can't verify it.,unable_to_verify_identity,43,68
Problem verifying my account,unable_to_verify_identity,28,68
The app doesn't believe its me.,unable_to_verify_identity,31,68
"app malfunctioning, does not know its me",unable_to_verify_identity,40,68
I can get my identification verified.,unable_to_verify_identity,37,68
I am having trouble with the app recognizing me.,unable_to_verify_identity,48,68
How long will it take to verify my account?,unable_to_verify_identity,43,68
How come I can't seem to verify my id?,unable_to_verify_identity,38,68
I don't have the means to prove my identity.,unable_to_verify_identity,44,68
My app says that I'm not verified.,unable_to_verify_identity,34,68
I don't have a way to prove my identity.,unable_to_verify_identity,40,68
Why hasn't my ID been verified?,unable_to_verify_identity,31,68
The app doesn't think it's me.,unable_to_verify_identity,30,68
How long does it take to verify a person's identity?,unable_to_verify_identity,52,68
I'm not sure how to provide my identity.,unable_to_verify_identity,40,68
Why is my identity not verified?,unable_to_verify_identity,32,68
Why is my identity verification process not working?,unable_to_verify_identity,52,68
My identity verification is not working.,unable_to_verify_identity,40,68
I'm having trouble with proving my identity.,unable_to_verify_identity,44,68
I am having a problem proving who I am,unable_to_verify_identity,38,68
It won't let me prove my identity.,unable_to_verify_identity,34,68
I am having trouble verifying my id.,unable_to_verify_identity,36,68
Why am I unable verify my id?,unable_to_verify_identity,29,68
My identity can't be verified.,unable_to_verify_identity,30,68
I have trouble proving my identity.,unable_to_verify_identity,35,68
I can't verify my ID. Why?,unable_to_verify_identity,26,68
"My identity isn't being accepted, what should I do?",unable_to_verify_identity,51,68
The app failed to verify me.,unable_to_verify_identity,28,68
Why hasn't the app verified my identity?,unable_to_verify_identity,40,68
The app doesn't believe that I am myself,unable_to_verify_identity,40,68
"The app isn't letting me log in, but my info is correct.",unable_to_verify_identity,56,68
I need help proving that this is really me and to verify my identity.,unable_to_verify_identity,69,68
why does it take so long to verify my id,unable_to_verify_identity,40,68
My identity verification isn't working,unable_to_verify_identity,38,68
I am having trouble to verify my identity,unable_to_verify_identity,41,68
Everytime I try to prove my identity it won't let me.,unable_to_verify_identity,53,68
I'm having difficulty verifying my identity.,unable_to_verify_identity,44,68
Help me verify my identity.,unable_to_verify_identity,27,68
I'm still waiting on my identity verification.,unable_to_verify_identity,46,68
Why can't my ID be verified?,unable_to_verify_identity,28,68
Help my prove my identity.,unable_to_verify_identity,26,68
i am under 18 and i am trying to verify my id. why wont it work?,unable_to_verify_identity,64,68
What do I need to bring for identification?,unable_to_verify_identity,43,68
"I'm not sure what to do about the PIN, because I don't have one yet.",get_physical_card,68,39
Is my PIN sent separably?,get_physical_card,25,39
Where can I get my card PIN?,get_physical_card,28,39
my pin hasn't arrived in the post! How do I cancel it or get a new one?,get_physical_card,71,39
Where is the card PIN located?,get_physical_card,30,39
"I have my card, when whill my PIN be available?",get_physical_card,47,39
I dont have a pin,get_physical_card,17,39
i have yet to get my pin,get_physical_card,24,39
Where is my card PIN?,get_physical_card,21,39
The card PIN?,get_physical_card,13,39
I do not see the card PIN anywhere?,get_physical_card,35,39
My pin isn't here yet,get_physical_card,21,39
Is my PIN recorded anywhere?,get_physical_card,28,39
How will I know my pin number?,get_physical_card,30,39
"I need my PIN, where is it?",get_physical_card,27,39
I haven't received my pin,get_physical_card,25,39
I am not able to see the card PIN anywhere?,get_physical_card,43,39
"I don't know my PIN, how can I find that out?",get_physical_card,45,39
Where can the pin be located?,get_physical_card,29,39
How do I find my PIN?,get_physical_card,21,39
Why have I not received my PIN,get_physical_card,30,39
When do I get my PIN?,get_physical_card,21,39
Where can I locate my card PIN?,get_physical_card,31,39
Tell me about the card PIN?,get_physical_card,27,39
"In the app, where do I find my card PIN?",get_physical_card,40,39
do i have to wait for a physical card before i get my pin,get_physical_card,57,39
The card PIN is not visible anywhere?,get_physical_card,37,39
I cannot see the card PIN anywhere?,get_physical_card,35,39
How will I receive my PIN?,get_physical_card,26,39
My card arrived but I don't know how to get my PIN.,get_physical_card,51,39
Where should I look for my PIN number at?,get_physical_card,41,39
Where can I locate my PIN at?,get_physical_card,29,39
Where is the PIN for my card located?,get_physical_card,37,39
I do not have my pin yet,get_physical_card,24,39
Do I have a card PIN?,get_physical_card,21,39
Where is my PIN located?,get_physical_card,24,39
I can't find the PIN.,get_physical_card,21,39
What can you tell me about the card PIN?,get_physical_card,40,39
Where can I find my card PIN?,get_physical_card,29,39
How do I find my PIN number?,get_physical_card,28,39
I am yet to receive my pin.,get_physical_card,27,39
i cannot find my card PIN,get_physical_card,25,39
How do I set up my card PIN?,get_physical_card,28,39
I cannot find my PIN.,get_physical_card,21,39
How do I request the PIN?,get_physical_card,25,39
I haven't received the PIN yet.,get_physical_card,31,39
"I signed up, but don't have a PIN. Where can I find it?",get_physical_card,55,39
How is the PIN delivered?,get_physical_card,25,39
"Help, I don't know what the PIN is to my card?",get_physical_card,46,39
I didn't get a PIN yet. What gives?,get_physical_card,35,39
Where's my card PIN?,get_physical_card,20,39
How do I set my physical card PIN?,get_physical_card,34,39
wheres my pin,get_physical_card,13,39
When will I have access to my pin number?,get_physical_card,41,39
What's my pin number?,get_physical_card,21,39
Where do i find my PIN?,get_physical_card,23,39
When do I set up my card PIN?,get_physical_card,29,39
Can you tell me how to locate my PIN?,get_physical_card,37,39
Do i have to wait to get the pin or can i set up a pin,get_physical_card,54,39
How do I locate my PIN now that I have my card?,get_physical_card,47,39
Where is my PIN?,get_physical_card,16,39
Explain the card PIN to me.,get_physical_card,27,39
How do I find the PIN?,get_physical_card,22,39
Will the PIN come separately?,get_physical_card,29,39
Where can I find my PIN? I haven't gotten it yet.,get_physical_card,49,39
Where is my pin? I don't have it yet,get_physical_card,36,39
How do I know what my PIN is?,get_physical_card,29,39
How long does it take for me to get my pin,get_physical_card,42,39
How long do I wait for my PIN,get_physical_card,29,39
still need to get card pin,get_physical_card,26,39
I have not received my pin yet,get_physical_card,30,39
How do I get my card PIN?,get_physical_card,25,39
I havn't received my PIN yet.,get_physical_card,29,39
I haven't received my PIN yet. Do I need to get it from you?,get_physical_card,60,39
In regards to the PIN of the card?,get_physical_card,34,39
Does the PIN come under separate cover?,get_physical_card,39,39
do i need to wait to get my card before getting a pin,get_physical_card,53,39
Will my pin number be sent with my card?,get_physical_card,40,39
I can't find my PIN anywhere.,get_physical_card,29,39
I have a question regarding the PIN of the card?,get_physical_card,48,39
How do I get a PIN?,get_physical_card,19,39
I haven't been sent my new pin!,get_physical_card,31,39
"So, the card PIN?",get_physical_card,17,39
can i go into my app to find my pin,get_physical_card,35,39
Is the PIN separately delivered?,get_physical_card,32,39
I don't have a PIN at this point.,get_physical_card,33,39
do i need to wait for my card before i get pin,get_physical_card,46,39
Where do I find my card PIN?,get_physical_card,28,39
I can't find the card PIN.,get_physical_card,26,39
Where is the PIN number found?,get_physical_card,30,39
When do I get my card PIN?,get_physical_card,26,39
How is my PIN sent?,get_physical_card,19,39
Is the PIN sent in another message?,get_physical_card,35,39
Do you deliver the PIN separately?,get_physical_card,34,39
Is my PIN the same thing as my passcode?,get_physical_card,40,39
"I'm looking in the App and can't find my PIN, where should I look?",get_physical_card,66,39
I've been waiting ages and my PIN hasn't gotten here.,get_physical_card,53,39
How do I get started when I get my card?,get_physical_card,40,39
Show me where I can see the PIN?,get_physical_card,32,39
How do I find my new pin?,get_physical_card,25,39
can i create my own pin right away,get_physical_card,34,39
how to get card pin?,get_physical_card,20,39
Where do I find my PIN for my new card?,get_physical_card,39,39
Can you deliver the PIN separately?,get_physical_card,35,39
is my pin the same as my passcode,get_physical_card,33,39
how do i get a pin for my card,get_physical_card,30,39
Is there a way I can have a mastercard?,visa_or_mastercard,39,73
is it just visa or can i also use mastercard?,visa_or_mastercard,45,73
I do not want a VISA card.,visa_or_mastercard,26,73
"I prefer using Mastercard, can I substitute?",visa_or_mastercard,44,73
I prefer Mastecard.,visa_or_mastercard,19,73
may I have a Visa and a Mastercard from you.,visa_or_mastercard,44,73
I'd prefer Mastercard.,visa_or_mastercard,22,73
Will my card be a MasterCard or a Visa?,visa_or_mastercard,39,73
I want a mastercard,visa_or_mastercard,19,73
I prefer mastercard.,visa_or_mastercard,20,73
Please give me both a visa and a mastercard.,visa_or_mastercard,44,73
Is it possible to get a Visa and Mastercard from you?,visa_or_mastercard,53,73
If I can't choose my card type will I be able to use it everywhere?,visa_or_mastercard,67,73
Do I get  a mastercard and visa?,visa_or_mastercard,32,73
Why can I not choose the card i want?,visa_or_mastercard,37,73
"Can you send me a Mastercard, instead of a Visa?",visa_or_mastercard,48,73
Can I pick between Visa and Mastercard?,visa_or_mastercard,39,73
"I have a Visa and Mastercard, can I use these?",visa_or_mastercard,46,73
I want to apply for a Visa card.,visa_or_mastercard,32,73
Can you issue both a Visa and a Mastercard to me?,visa_or_mastercard,49,73
I would like a Visa card.,visa_or_mastercard,25,73
"I am looking to get a Visa credit card, what must I do to achieve this?",visa_or_mastercard,71,73
Is there a way I can get a Visa card?,visa_or_mastercard,37,73
Can I get the Mastercard?,visa_or_mastercard,25,73
Do I have a Visa card as an option?,visa_or_mastercard,35,73
Are visa and mastercard accepted,visa_or_mastercard,32,73
What credit cards do you carry,visa_or_mastercard,30,73
would a visa or mastercard be more suited to me?,visa_or_mastercard,48,73
I am interested in a Visa or Mastercard. Do you offer them?,visa_or_mastercard,59,73
is it ok if i use both visa and mastercard,visa_or_mastercard,42,73
Do I have a choice for a Mastercard?,visa_or_mastercard,36,73
Can I use visa or mastercard with your service,visa_or_mastercard,46,73
Can I choose from either Visa or Mastercard?,visa_or_mastercard,44,73
Can I have a Visa card?,visa_or_mastercard,23,73
Would I get a Visa or Mastercard?,visa_or_mastercard,33,73
Am I able to get both a Visa and MasterCard from you?,visa_or_mastercard,53,73
Is it possible to get both a Visa and a Mastercard?,visa_or_mastercard,51,73
Can I choose my Visa or Mastercard?,visa_or_mastercard,35,73
My preference is Mastercard.,visa_or_mastercard,28,73
What card types can I choose from?,visa_or_mastercard,34,73
I want to get a Visa,visa_or_mastercard,20,73
Can I choose whether I receive a Visa or a Mastercard card?,visa_or_mastercard,59,73
Which type of card will I receive?,visa_or_mastercard,34,73
I would like to have a Mastercard.,visa_or_mastercard,34,73
Can I get a Visa or Mastercard?,visa_or_mastercard,31,73
Do you give out Visa or Mastercards?,visa_or_mastercard,36,73
Do I have to pick a creditcard brand?,visa_or_mastercard,37,73
Please give me a Mastercard instead.,visa_or_mastercard,36,73
Visa or Mastercard?,visa_or_mastercard,19,73
Can both Visa and Mastercard be chosen?,visa_or_mastercard,39,73
Do you let me choose between Visa and Mastercard?,visa_or_mastercard,49,73
What cards do you offer?,visa_or_mastercard,24,73
Does it matter if I use Visa or Mastercard?,visa_or_mastercard,43,73
How can I choose between Visa and Mastercard?,visa_or_mastercard,45,73
I'm happy with Mastercard and want to stick with just that credit card.,visa_or_mastercard,71,73
Can both a Visa and Mastercard be received from you?,visa_or_mastercard,52,73
I prefer to get a Mastercard.,visa_or_mastercard,29,73
I'm wanting to get a Visa card today.,visa_or_mastercard,37,73
What do I have to do to get a Visa card?,visa_or_mastercard,40,73
I would like to get both a Visa and MasterCard?,visa_or_mastercard,47,73
Would you give me a mastercard and visa?,visa_or_mastercard,40,73
I'd like to apply for a Visa Card.,visa_or_mastercard,34,73
My first choice would be Mastercard.,visa_or_mastercard,36,73
"I want to get a Visa and Mastercard, is it possible to get both from you?",visa_or_mastercard,73,73
Are you Visa or Mastercard?,visa_or_mastercard,27,73
Please help me get a Visa card.,visa_or_mastercard,31,73
I won't be pleased unless I get a Mastercard.,visa_or_mastercard,45,73
Can I select my card scheme or do you choose it for me?,visa_or_mastercard,55,73
No Visa please. I want to continue with Mastercard.,visa_or_mastercard,51,73
Will the card be a Mastercard or a Visa?,visa_or_mastercard,40,73
Can I choose my card scheme?,visa_or_mastercard,28,73
Does it matter which card I use,visa_or_mastercard,31,73
What type of card will I receive?,visa_or_mastercard,33,73
Can I get a Visa or does it have to be something else.,visa_or_mastercard,54,73
"I'd like to get a Visa card, please.",visa_or_mastercard,36,73
Visa and Mastercard can both be received from you?,visa_or_mastercard,50,73
Can I choose between Mastercard and Visa?,visa_or_mastercard,41,73
"I prefer Visa, can I get that instead?",visa_or_mastercard,38,73
Will I be able to get both a visa and a mastercard?,visa_or_mastercard,51,73
I anticipate getting a Visa card,visa_or_mastercard,32,73
What type of card can I get?,visa_or_mastercard,28,73
Will I get Visa or MasterCard?,visa_or_mastercard,30,73
"Visa and MasterCard, can I get them both?",visa_or_mastercard,41,73
Can I choose between Visa or MasterCard?,visa_or_mastercard,40,73
I need a Visa card,visa_or_mastercard,18,73
Do you take both Visa and Mastercard?,visa_or_mastercard,37,73
"Which card would I get, Visa or Mastercard?",visa_or_mastercard,43,73
Could I get a MasterCard and Visa from you?,visa_or_mastercard,43,73
I want to get a Visa card,visa_or_mastercard,25,73
Is it possible to get both Visa and Mastercard from you?,visa_or_mastercard,56,73
Can I get both a Visa and a Mastercard from you?,visa_or_mastercard,48,73
Do you accept Visa or Mastercard?,visa_or_mastercard,33,73
"Given a choice, I'd rather have Mastercard.",visa_or_mastercard,43,73
can i use both visa and mastercard,visa_or_mastercard,34,73
Is it possible to obtain both a Visa and a Mastercard from you?,visa_or_mastercard,63,73
"If I can, I would like to get both Mastercard and Visa from you.",visa_or_mastercard,64,73
Mastercard is preferred to me.,visa_or_mastercard,30,73
I need a Visa and a Mastercard from you.,visa_or_mastercard,40,73
This transaction needs both a Visa and a Mastercard.,visa_or_mastercard,52,73
"I want a Mastercard, instead.",visa_or_mastercard,29,73
I need to get visa and mastercard,visa_or_mastercard,33,73
Could I get a mastercard if that's reasonable?,visa_or_mastercard,46,73
I need mastercard as well as visa,visa_or_mastercard,33,73
Will I get a Visa card or Mastercard?,visa_or_mastercard,37,73
I would like to get a Visa card,visa_or_mastercard,31,73
How can I get a Visa and Mastercard?,visa_or_mastercard,36,73
Can I get a Visa instead of a MasterCard?,visa_or_mastercard,41,73
Can I obtained a Visa Card,visa_or_mastercard,26,73
"Please give me both Visa and MasterCard, is it possible?",visa_or_mastercard,56,73
Do I get Visa or Mastercard?,visa_or_mastercard,28,73
Why did I get a different card then requested?,visa_or_mastercard,46,73
Can I use a Visa or Mastercard?,visa_or_mastercard,31,73
Can I choose between Visa and Mastercard?,visa_or_mastercard,41,73
Mastercard is my preferred company.,visa_or_mastercard,35,73
Is it possible to get both Mastercard and Visa card from you?,visa_or_mastercard,61,73
I'd prefer a Mastercard.,visa_or_mastercard,24,73
Can I have a mastercard?,visa_or_mastercard,24,73
How do I get selected for a visa card?,visa_or_mastercard,38,73
Do I have an option between Visa and MasterCard?,visa_or_mastercard,48,73
Can I get a Visa from you?,visa_or_mastercard,26,73
I hope to get a Visa card,visa_or_mastercard,25,73
Which one are you?  Visa or Mastercard?,visa_or_mastercard,39,73
How can get a Visa card?,visa_or_mastercard,24,73
Can you make sure I get a MasterCard and not a Visa?,visa_or_mastercard,52,73
I would prefer a Mastercard.,visa_or_mastercard,28,73
I would like to get both Mastercard and Visa card from you if that's possible.,visa_or_mastercard,78,73
Will I get a visa or Mastercard?,visa_or_mastercard,32,73
Will you guys do Visa or Mastercard?,visa_or_mastercard,36,73
Do you only use Visa or do you have Mastercard too?,visa_or_mastercard,51,73
Can I get a Visa card?,visa_or_mastercard,22,73
I would like to know if you use Visa or Mastercard.,visa_or_mastercard,51,73
Is it acceptable to use either Visa or Mastercard?,visa_or_mastercard,50,73
"Please tell me, do you use Visa or Mastercard?",visa_or_mastercard,46,73
Can I choose what card I can use,visa_or_mastercard,32,73
Do you supply both Visa and Mastercard?,visa_or_mastercard,39,73
My money I had was gone and I could not get gas!,topping_up_by_card,48,62
i can not see my top up,topping_up_by_card,23,62
I can't see my top up in my wallet!,topping_up_by_card,35,62
I want to transfer money using my credit card.,topping_up_by_card,46,62
"I tried topping up using my card, but the money is gone?",topping_up_by_card,56,62
How can my friends top up my account?,topping_up_by_card,37,62
"I used my card to top up, but the money is not there!",topping_up_by_card,53,62
My card needs to be topped up.,topping_up_by_card,30,62
Can my friends top up my account?,topping_up_by_card,33,62
What's the process for topping up by card?,topping_up_by_card,42,62
Is my account able to be topped up by my friends?,topping_up_by_card,49,62
Can anyone else top-up for me?,topping_up_by_card,30,62
I tried to top up and suddenly my money disappeared,topping_up_by_card,51,62
My wallet doesn't show my recent top up.,topping_up_by_card,40,62
Can I get my friends to add money to my account?,topping_up_by_card,48,62
I used my card top-up but all of the money is missing.,topping_up_by_card,54,62
Could you tell me why my top up isn't showing in my wallet?,topping_up_by_card,59,62
What do I do to Top up my card?,topping_up_by_card,31,62
"I tried topping off my account with a card, but the money is not in my account despite the charge going through",topping_up_by_card,111,62
Is it possible to top up by card?,topping_up_by_card,33,62
I want to know how to transfer money with my credit card,topping_up_by_card,56,62
Hoe do i use my credit card to transfer money?,topping_up_by_card,46,62
"I attempted to top up using my card, but now the money just disappeared?",topping_up_by_card,72,62
My top up isn't in my wallet.,topping_up_by_card,29,62
Can I let other people have access to my account in order to top up?,topping_up_by_card,68,62
How do I to up by card?,topping_up_by_card,23,62
How do I add money to my card?,topping_up_by_card,30,62
"When I tried to top up using my card, all of the money disappeared.",topping_up_by_card,67,62
"I used my card to top up, but now I don't see the money in my account.",topping_up_by_card,70,62
Can i top up by card?,topping_up_by_card,21,62
With my credit card i would like to transfer money.,topping_up_by_card,51,62
I want to top up by card,topping_up_by_card,24,62
I don't understanfd how to top up,topping_up_by_card,33,62
Why was my card charged when topping off my balance but it's not showing up in my wallet balance?,topping_up_by_card,97,62
Why can't I see my top up?,topping_up_by_card,26,62
Is it simple to transfer money using my credit card?,topping_up_by_card,52,62
Why can't I see the top up I made?,topping_up_by_card,34,62
Can a credit card be used to transfer money?,topping_up_by_card,44,62
Is it possible to transfer money to my credit card?,topping_up_by_card,51,62
"My wallet isn't showing my top-up, did I do something wrong?",topping_up_by_card,60,62
How can I transfer money using my credit card?,topping_up_by_card,46,62
The money disappeared after I topped up my account.,topping_up_by_card,51,62
The money disappeared when I tried to use my card to top up.,topping_up_by_card,60,62
I wasn't able to use my top up card because the money I put on there wasn't there anymore,topping_up_by_card,89,62
